State, Facility Name, Facility ID (ORISPL), Stack/Unit/Pipe ID, Associated Units, Year, CO2 (short tons)
"KY","Ghent","1356","4",,"2016","2391012.547",
"KY","Ghent","1356","CS023"," 2, 3","2016","4525159.155",
"KY","H L Spurlock","6041","1",,"2016","1602945.164",
"KY","H L Spurlock","6041","2",,"2016","2696945.177",
"KY","H L Spurlock","6041","3",,"2016","1322497.753",
"KY","H L Spurlock","6041","4",,"2016","1371684.613",
"KY","HMP&L Station 2","1382","CS12"," H1, H2","2016","4854.15",
"KY","HMP&L Station 2","1382","H1",,"2016",,
"KY","HMP&L Station 2","1382","H2",,"2016",,
"KY","HMP&L Station 2","1382","MS1"," H1","2016","587551.275",
"KY","HMP&L Station 2","1382","MS2"," H2","2016","903515.525",
"KY","John S. Cooper","1384","1",,"2016",,
"KY","John S. Cooper","1384","2",,"2016",,
"KY","John S. Cooper","1384","CS1"," 1, 2","2016","581571.746",
"KY","Marshall","55232","CT1",,"2016","8924.923",
"KY","Marshall","55232","CT2",,"2016","9174.367",
"KY","Marshall","55232","CT3",,"2016","9458.973",
"KY","Marshall","55232","CT4",,"2016","8339.297",
"KY","Marshall","55232","CT5",,"2016","9820.846",
"KY","Marshall","55232","CT6",,"2016","9364.95",
"KY","Marshall","55232","CT7",,"2016","6975.703",
"KY","Marshall","55232","CT8",,"2016","5946.096",
"KY","Mill Creek","1364","1",,"2016",,
"KY","Mill Creek","1364","2",,"2016",,
"KY","Mill Creek","1364","3",,"2016","1506367.53",
"KY","Mill Creek","1364","4",,"2016","2293252.0",
"KY","Mill Creek","1364","CS12"," 1, 2","2016","2703944.523",
"KY","Paddy's Run","1366","12",,"2016",,
"KY","Paddy's Run","1366","13",,"2016","46352.139",
"KY","Paducah Power Systems Plant 1","56556","EU01A",,"2016","5021.347",
"KY","Paducah Power Systems Plant 1","56556","EU01B",,"2016","5213.701",
"KY","Paducah Power Systems Plant 1","56556","EU02A",,"2016","5260.659",
"KY","Paducah Power Systems Plant 1","56556","EU02B",,"2016","5674.355",
"KY","Paradise","1378","1",,"2016","1266942.786",
"KY","Paradise","1378","2",,"2016","2859917.62",
"KY","Paradise","1378","3",,"2016",,
"KY","Paradise","1378","MS3BY"," 3","2016",,
"KY","Paradise","1378","MS3MN"," 3","2016","4207803.03",
"KY","R D Green","6639","G1",,"2016","1165506.25",
"KY","R D Green","6639","G2",,"2016","1255313.85",
"KY","Riverside Generating Company","55198","GTG101",,"2016","51115.185",
"KY","Riverside Generating Company","55198","GTG201",,"2016","68928.314",
"KY","Riverside Generating Company","55198","GTG301",,"2016","65896.44",
"KY","Riverside Generating Company","55198","GTG401",,"2016","64984.91",
"KY","Riverside Generating Company","55198","GTG501",,"2016","62367.197",
"KY","Robert Reid","1383","R1",,"2016",,
"KY","Robert Reid","1383","RT",,"2016",,
"KY","Shawnee","1379","1",,"2016",,
"KY","Shawnee","1379","2",,"2016",,
"KY","Shawnee","1379","3",,"2016",,
"KY","Shawnee","1379","4",,"2016",,
"KY","Shawnee","1379","5",,"2016",,
"KY","Shawnee","1379","6",,"2016",,
"KY","Shawnee","1379","7",,"2016",,
"KY","Shawnee","1379","8",,"2016",,
"KY","Shawnee","1379","9",,"2016",,
"KY","Shawnee","1379","CSSH15"," 1, 2, 3, 4, 5","2016","3451588.9",
"KY","Shawnee","1379","CSSH60"," 10, 6, 7, 8, 9","2016","2804265.3",
"KY","Smith Generating Facility","54","SCT1",,"2016","7864.971",
"KY","Smith Generating Facility","54","SCT10",,"2016","15797.54",
"KY","Smith Generating Facility","54","SCT2",,"2016","10785.815",
"KY","Smith Generating Facility","54","SCT3",,"2016","8524.758",
"KY","Smith Generating Facility","54","SCT4",,"2016","18682.442",
"KY","Smith Generating Facility","54","SCT5",,"2016","20011.998",
"KY","Smith Generating Facility","54","SCT6",,"2016","20003.804",
"KY","Smith Generating Facility","54","SCT7",,"2016","20598.989",
"KY","Smith Generating Facility","54","SCT9",,"2016","17295.785",
"KY","Trimble County","6071","1",,"2016","2808192.7",
"KY","Trimble County","6071","10",,"2016","62408.562",
"KY","Trimble County","6071","2",,"2016",,
"KY","Trimble County","6071","5",,"2016","111830.202",
"KY","Trimble County","6071","6",,"2016","50492.692",
"KY","Trimble County","6071","7",,"2016","101063.886",
"KY","Trimble County","6071","8",,"2016","26289.204",
"KY","Trimble County","6071","9",,"2016","87131.401",
"KY","Trimble County","6071","MS-2A"," 2","2016","2023283.555",
"KY","Trimble County","6071","MS-2B"," 2","2016","537602.544",
"KY","Wickliffe Paper Company","880065","01",,"2016",,
"KY","Wickliffe Paper Company","880065","02",,"2016",,
"KY","William C. Dale","1385","3",,"2016",,
"KY","William C. Dale","1385","4",,"2016",,
"KY","William C. Dale","1385","CS2"," 3, 4","2016",,
"LA","Acadia Power Station","55173","CT1",,"2016","508092.692",
"LA","Acadia Power Station","55173","CT2",,"2016","481166.209",
"LA","Acadia Power Station","55173","CT3",,"2016","556484.274",
"LA","Acadia Power Station","55173","CT4",,"2016","628149.212",
"LA","Arsenal Hill Power Plant","1416","5A",,"2016","22788.64",
"LA","Arsenal Hill Power Plant","1416","CTG-6A",,"2016","618792.586",
"LA","Arsenal Hill Power Plant","1416","CTG-6B",,"2016","619685.966",
"LA","Bayou Cove Peaking Power Plant","55433","CTG-1",,"2016","10024.84",
"LA","Bayou Cove Peaking Power Plant","55433","CTG-2",,"2016","25504.418",
"LA","Bayou Cove Peaking Power Plant","55433","CTG-3",,"2016","18389.588",
"LA","Bayou Cove Peaking Power Plant","55433","CTG-4",,"2016","19641.425",
"LA","Big Cajun 1","1464","1B1",,"2016","7998.659",
"LA","Big Cajun 1","1464","1B2",,"2016","4477.736",
"LA","Big Cajun 1","1464","CTG1",,"2016","14845.673",
"LA","Big Cajun 1","1464","CTG2",,"2016","10870.765",
"LA","Big Cajun 2","6055","2B1",,"2016","1218372.29",
"LA","Big Cajun 2","6055","2B2",,"2016","1348381.37",
"LA","Big Cajun 2","6055","2B3",,"2016","2475824.875",
"LA","Brame Energy Center","6190","1",,"2016","265185.834",
"LA","Brame Energy Center","6190","2",,"2016","1566384.912",
